	F1	F0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	f100	f101	f102	f103	f104	f105	f106	f107	f108	f109	f110	f111	f112	f113	f114	f115	f116	f117	f118	f119	f120	f121	f122	f123	f124	f125	f126	f127	f128	f129	f130	f131	f132	f133	f134	f135	f136	f137	f138	f139	f140	f141	f142	f143	f144	f145	f146	f147	f148	f149	f150	f151	f152	f153	f154	f155	f156	f157	f158	f159	f160	f161	f162	f163	f164	f165	f166	f167	f168	f169	f170	f171	f172	f173	f174	f175	f176	f177	f178	f179	f180	f181	f182	f183	f184	f185	f186	f187	f188	f189	f190	f191	f192	f193	f194	f195	f196	f197	f198	f199	f200	f201	f202	f203	f204	f205	f206	f207	f208	f209	f210	f211	f212	f213	f214	f215	f216	f217	f218	f219	f220	f221	f222	f223	f224	f225	f226	f227	f228	f229	f230	f231	f232	f233	f234	f235	f236	f237	f238	f239	f240	f241	f242	f243	f244	f245	f246	f247	f248	f249	f250	f251	f252	f253	f254	f255	f256	f257	f258	f259	f260	f261	f262	f263	f264	f265	f266	f267	f268	f269	f270	f271	f272	f273	f274	f275	f276	f277	f278	f279	f280	f281	f282	f283	f284	f285	f286	f287	f288	f289	f290	f291	f292	f293	f294	f295	f296	f297	f298	f299	f300	f301	f302	f303	f304	f305	f306	f307	f308	f309	f310	f311	f312	f313	f314	f315	f316	f317	f318	f319	f320	f321	f322	f323	f324	f325	f326	f327	f328	f329	f330	f331	f332	f333	f334	f335	f336	f337	f338	f339	f340	f341	f342	f343	f344	f345	f346	f347	f348	f349	f350	f351	f352	f353	f354	f355	f356	f357	f358	f359	f360	f361	f362	f363	f364	f365	f366	f367	f368	f369	f370	f371	f372	f373	f374	f375	f376	f377	f378	f379	f380	f381	f382	f383	f384	f385	f386	f387	f388	f389	f390	f391	f392	f393	f394	f395	f396	f397	f398	f399	f400
k60_ecoli_200X_noerr_1	563180800	4676156	116127	127	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	0	64	256	64	128	320	384	512	704	960	1152	2176	2560	2752	3777	4353	4801	6657	8578	10178	12867	14403	18949	20165	24326	28231	35721	39434	40138	51149	56655	60880	63632	75092	77972	86294	87255	99290	100378	109213	118111	116830	122592	127265	131939	134179	135459	140133	139236	136548	135780	132131	127329	130594	121632	112221	106012	109405	100570	96217	89879	85654	77140	73299	66961	58639	51405	50957	47116	38474	35017	30600	26054	26054	21765	17156	15300	15043	11907	11907	9410	7041	5825	5633	4481	4033	3264	2944	1856	2624	1472	1280	832	960	832	384	704	192	256	256	64	320	320	128	0	320	0	63	0	0	127	63	63	0	0	0	0	0	0	0	0	63	0	63	0	63	0	0	0	1	1	1	62	1	2	61	125	61	3	3	3	124	4	4	122	122	122	6	57	120	7	56	55	8	310	9	374	437	245	309	180	244	500	500	179	115	307	627	243	51	179	179	179	243	371	51	180	52	308	373	373	373	246	9	438	247	311	183	120	312	249	57	57	58	122	187	4	4	4	60	60	3	61	125	61	125	62	1	1	62	62	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	63	63	192	0	63	0	0	0	0	63	0	63	63	0	0	0	127	127	63	127	127	127	191	576	127	0	127	63	0	191	127	127	127	63	63	63	127	63	0	127	63	63	63	63	63	0	63	192	0	0	63	127	256	0	128	0	0	63	63	128	0	0	0	0	63	0	64
k66_ecoli_200X_noerr_1	526048000	4690816	121697	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	64	128	192	128	448	640	512	640	1280	1344	1152	2880	3712	3456	6081	7233	8002	10178	12035	17284	16452	21893	26887	29639	35081	38154	48524	50637	60048	64273	70738	80981	89431	93528	103451	108572	117215	119775	120095	126497	132451	138852	141605	145318	145190	144102	143078	137636	137316	135588	129122	124128	120095	111325	105628	97369	99034	84438	86230	78932	72019	64465	56462	52878	48076	41546	38474	35337	27975	25862	22854	17668	17860	14787	11843	9090	9666	6529	5825	5185	3776	3328	3328	2496	2368	1536	1536	1152	768	576	640	192	448	64	128	0	256	0	128	63	127	63	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	63	1	126	1	1	1	2	2	61	317	60	60	3	59	187	59	122	58	249	185	120	120	8	183	119	246	246	245	309	180	180	116	371	371	115	243	307	114	114	178	178	178	242	306	307	371	371	371	116	52	244	373	245	245	246	118	55	55	119	120	312	6	121	58	58	5	59	4	123	3	3	3	2	61	2	61	62	1	1	1	1	1	1	127	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	128	0	0	0	128	128	63	0	0	63	63	63	127	63	0	0	127	0	127	0	192	63	0	127	63	63	63	191	127	127	191	127	0	63	63	0	0	0	63	63	0	127	0	63	127	63	63	63	0	0	63	128	0	0	0	0	128	0	0	0	64	0	0	0	128	0	0	128	64	0	0	64	0	0	128	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0
k72_ecoli_200X_noerr_1	488915200	4723529	122977	191	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	128	64	0	64	192	128	448	704	1152	1408	1600	2304	3713	3456	3905	6081	7746	9986	13827	14403	16900	23174	23558	33352	37386	43659	47884	54414	58831	67602	83414	86039	92440	104348	111261	122144	127458	125601	139941	141221	148327	144550	153385	155561	146407	154473	150632	145190	141925	137380	133475	124641	116703	114142	101787	101723	89367	80981	76628	71187	58255	56783	48652	39818	38026	34953	31432	26567	20421	19141	16452	13955	11907	11010	8770	7554	5377	4993	4161	3200	2560	1984	1600	1344	1344	576	704	256	320	128	192	512	384	192	63	63	191	63	0	63	0	127	0	63	63	0	63	0	63	63	63	63	1	1	1	62	1	2	61	2	124	124	124	59	187	58	250	121	121	56	120	119	119	118	54	181	53	436	116	628	243	179	498	242	242	114	113	113	241	49	49	241	241	178	434	242	114	307	435	500	180	437	245	437	182	310	311	8	56	56	6	121	58	58	59	4	4	124	3	3	61	2	61	2	1	1	1	1	1	62	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	63	0	63	0	63	0	0	0	63	0	0	127	0	0	63	192	127	127	127	0	63	127	63	127	256	191	0	127	191	63	127	256	63	0	63	127	191	0	127	256	63	127	63	0	127	0	63	127	63	63	63	127	0	63	63	0	128	63	0	0	63	128	0	0	0	0	64	64	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	64	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	0	0	0	0	0	0
k78_ecoli_200X_noerr_1	451782400	4696962	123745	127	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	64	320	64	384	704	768	768	1408	1600	2688	3328	4929	5505	6145	8962	12931	13443	18436	21957	25222	31432	34697	47692	54798	55438	68754	76244	79829	96665	101467	110365	118431	130594	137572	141157	151976	150632	159146	155817	163755	164139	161450	159402	151016	147431	150312	133411	127970	124577	112093	103259	94040	92440	78164	77652	63696	56142	52301	45900	38922	35657	28999	25094	21445	18116	16196	13315	11331	9154	7297	5569	4801	3456	3008	3072	2048	1984	1216	832	576	640	640	384	128	320	256	127	63	191	63	127	63	127	0	63	0	127	127	0	0	0	1	126	1	1	1	2	125	61	60	124	60	123	4	122	5	121	249	248	56	55	54	182	53	309	308	180	243	179	306	114	497	241	177	113	433	112	48	241	177	369	177	177	306	242	114	243	179	244	308	309	245	630	183	119	7	184	185	185	58	58	59	123	59	3	60	3	2	2	61	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	63	0	0	63	0	0	0	0	0	0	0	0	0	63	0	0	0	0	256	63	192	63	0	63	0	128	128	63	127	0	127	0	0	127	63	63	192	127	63	127	127	127	63	63	256	191	127	0	0	0	127	0	63	127	191	191	127	191	0	0	127	127	0	127	0	63	192	0	127	127	63	63	0	63	0	0	63	0	0	0	0	0	64	0	0	64	128	0	64	64	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	64	0	0	0	63	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	63	63	0	0	0	0	0	0	0	0	0	63	0	0	0	0	63	0
k84_ecoli_200X_noerr_1	414649600	4694337	122913	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	64	0	64	128	64	64	128	384	448	448	1152	1344	1664	2880	3136	5377	6529	8258	10178	12995	17348	21957	26054	31048	39946	44939	55438	58127	76884	80725	91160	101467	113502	124705	126177	136164	149607	156713	163499	167404	170477	165932	167980	167788	164715	165484	152296	150568	150696	134691	127009	118943	104731	93464	91416	82901	70226	68306	59215	47692	39178	36873	31560	26823	21829	18500	14723	13507	10818	7874	7041	5441	4929	4161	2944	2048	1408	1344	704	640	832	832	192	512	127	255	319	63	191	127	127	63	0	0	63	0	0	1	62	62	1	62	2	61	2	60	3	59	187	122	58	6	57	248	183	439	502	53	373	116	307	115	370	434	305	369	304	560	176	304	496	240	240	240	48	240	112	113	49	178	242	179	115	372	52	117	246	118	119	120	7	121	6	58	5	4	59	3	60	3	61	2	61	1	1	1	1	1	63	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	63	0	0	63	0	0	0	0	0	63	0	63	0	0	63	0	256	0	63	63	0	0	127	63	127	63	127	127	63	0	0	63	63	127	0	191	0	63	63	0	63	0	63	0	0	127	0	127	63	0	0	63	63	128	128	128	63	128	128	0	0	0	64	192	64	0	64	64	0	0	64	0	0	0	0	0	0	64	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	64	64	0	0	0	0	0	0	128	64	0	0	128	64	0	0	0	0	64	0	0	0	0	0	0	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0
k90_ecoli_200X_noerr_1	377516800	4702211	119072	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	64	0	0	128	192	320	448	704	1216	1792	2048	2688	4033	5313	6209	10114	12099	14915	19397	25158	33352	37770	46732	54478	64849	80149	90136	97049	114334	130915	132515	148647	160746	155497	172846	183280	181872	181168	185073	185521	181936	169389	169133	155241	150632	139621	133603	121568	111005	98522	88087	74131	66705	62096	51085	42123	36297	30472	26375	20229	17092	13379	11843	9474	9026	6785	5377	3648	3008	2304	1856	896	896	768	512	191	512	319	191	191	127	0	127	0	0	63	63	0	1	1	1	62	61	61	188	3	59	4	122	58	121	184	55	55	54	181	180	116	243	306	177	433	368	240	559	47	111	302	174	302	302	238	239	431	47	240	176	369	49	114	179	116	180	53	118	54	8	7	7	121	58	122	4	123	60	60	61	2	2	1	1	1	1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	63	63	63	63	0	63	127	63	192	0	127	127	0	127	0	256	256	127	127	0	127	127	127	63	127	127	127	63	0	0	127	0	0	0	63	63	0	0	0	128	128	63	0	128	192	128	128	0	128	64	0	128	64	64	0	64	64	0	0	0	0	0	0	64	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	64	0	128	0	64	0	0	0	0	0	0	0	63	0	63	63	0	0	0	63	0	63	63	63	0	0	0	0	63	63	0	0	0	63	0	0	63	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	64	64	0	0	64	0	0	0	64	0	64	0	0	0	0	0	0	0	128	0	64	0	0	0	0	64	0	0	64	0	0	0	0	0	0
k96_ecoli_200X_noerr_1	340384000	4686783	115999	191	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	64	64	192	64	256	704	960	1088	1984	3456	4225	5569	8130	11331	15044	19205	23558	31560	41098	48781	62608	72467	78228	97946	108380	121184	136420	154089	157866	180656	183920	192115	195956	196148	203702	188914	194931	185457	178479	170285	154472	144038	136164	124641	111069	96985	85718	73427	62800	54606	41674	38794	30536	24902	20293	15428	12035	10754	8450	6785	3969	3328	2624	1920	1664	1728	384	768	512	576	191	63	255	191	0	63	127	127	1	126	126	125	253	61	3	60	123	58	58	185	120	119	54	181	309	180	179	242	241	112	304	175	366	302	109	301	173	173	365	429	109	302	238	239	239	176	177	178	50	115	52	53	118	55	8	56	185	5	58	4	4	3	3	61	125	2	62	1	1	126	0	0	0	0	0	0	0	0	63	0	0	0	63	0	0	0	63	0	63	192	0	63	127	63	320	63	63	127	127	0	127	63	63	191	63	127	320	63	191	127	127	63	0	191	127	63	127	0	63	256	63	63	0	256	128	128	128	63	0	63	0	128	192	64	64	64	0	0	0	64	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	128	0	63	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	63	0	0	63	0	0	0	0	0	0	0	0	64	0	0	0	0	0	64	0	0	0	0	64	0	0	0	0	64	64	0	0	0	0	64	64	0	192	0	64	0	64	128	0	0	0	64	64	0	0	0	0	0	0	0	64	0	0	64	0	0	64	64	64	0	0	0	0	0	64	0	0	0	0	64	0	0	0	0	0	64	128	0	0	0	0	0	0	0	0	0	64	0	0
k102_ecoli_20X_noerr_2	30325120	4540567	56206	159337	321812	507972	640676	691116	645336	509290	388799	255697	159343	93081	50766	26188	11855	5719	3167	1639	1262	500	952	763	381	446	318	447	191	0	319	191	383	384	127	320	191	191	191	512	320	127	63	255	448	448	320	63	191	320	127	0	255	127	0	63	0	0	256	0	63	0	128	128	0	0	128	0	0	128	64	64	0	64	64	0	0	0	0	0	0	64	0	0	0	0	128	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k108_ecoli_20X_noerr_2	26611840	4588644	102363	260805	468859	667629	741882	721323	585146	418368	271628	165864	91602	43592	21450	10705	4571	1636	1133	947	376	443	445	318	127	447	319	191	319	127	255	191	191	255	320	256	127	320	320	191	191	320	320	63	448	191	256	63	63	0	256	63	0	0	0	128	128	63	128	64	128	0	192	0	63	128	128	0	0	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k114_ecoli_20X_noerr_2	22898560	4560349	172077	410027	655849	807178	788025	659975	453824	290055	167712	82314	35974	15628	6871	3554	1131	755	632	379	573	382	383	191	575	447	319	191	383	383	191	127	191	320	448	255	448	127	255	255	448	255	63	63	63	0	127	63	0	0	0	128	0	64	0	64	128	0	0	128	64	192	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k120_ecoli_20X_noerr_2	19185280	4529301	316115	620640	850516	884686	749654	523847	290620	155028	78726	30279	11346	4447	2346	1075	824	316	638	767	383	575	319	191	319	127	319	704	576	448	255	383	640	127	255	127	63	63	127	192	320	0	63	0	127	192	63	0	63	0	63	0	0	0	0	64	64	64	0	0	64	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k126_ecoli_20X_noerr_2	15472000	4439741	558864	900127	997220	842849	567490	310388	149133	65414	25678	8668	3241	1459	1273	892	574	447	511	383	383	319	576	319	255	191	640	576	383	127	191	127	127	63	63	0	63	63	64	64	64	192	0	0	0	64	64	0	0	64	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k30_ecoli_20X_noerr_2	74884480	4574176	7169	1856	4865	10562	21445	38730	67601	98970	145638	197748	241087	285131	329175	350812	357917	364638	337238	307213	270914	241528	208109	161822	132819	103560	77182	57654	42479	27369	19301	14306	8992	7456	4704	3169	2210	996	999	617	556	814	625	819	565	503	441	634	251	252	317	125	318	318	639	63	127	191	191	575	191	511	63	191	63	191	191	384	63	319	63	191	127	320	127	191	127	63	127	0	127	0	127	63	63	63	0	63	0	256	63	63	63	128	63	128	192	63	63	63	192	63	192	63	192	63	63	256	128	128	63	63	128	320	192	128	192	63	0	192	192	0	0	192	192	256	192	0	0	0	63	0	0	63	63	0	63	128	63	63	128	63	0	128	128	63	63	0	0	64	0	0	0	0	0	0	0	0	0	0	64	0	0	64	64	0	0	0	128	0	0	64	64	0	128	0	0	64	64	0	64	64	192	0	0	64	64	0	0	0	0	0	64	0	0	0	64	64	0	0	0	0	64	64	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	64	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
k36_ecoli_20X_noerr_2	71171200	4567327	9730	2432	7874	13635	29895	50765	87895	127777	185393	223611	281866	327766	349980	370913	362206	345752	330963	290438	251258	206379	181538	136787	107784	79869	56628	41837	28968	19300	13025	10144	6239	4256	2977	1955	997	616	874	749	624	434	629	438	632	378	251	444	573	125	510	446	63	255	639	127	191	127	63	0	63	383	127	63	127	63	127	63	191	127	320	63	127	63	63	63	63	63	63	127	63	63	192	128	63	63	0	0	0	128	0	63	192	128	0	0	256	0	63	63	192	128	63	63	192	320	256	256	384	63	192	192	256	63	128	0	127	0	63	0	63	0	63	0	63	63	63	63	63	0	128	0	63	63	128	0	0	64	128	0	128	0	0	0	0	0	0	64	0	0	0	128	0	0	0	0	0	0	0	0	0	64	0	128	64	0	64	128	0	0	0	0	0	0	0	0	128	0	0	0	64	64	64	64	0	0	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
